place-IV,lng-IV,lat-IV,lng-OSM,lat-OSM,uuid,uri,place,county,"distance (km)","longitude negated"
Calow,-2.68,52.03,-2.7376135,52.0051767,IV1680-069-15,http://www.openstreetmap.org/node/604067298,Callow,Herefordshire,0.19,,90.91
Calthorp,1.21,52.91,1.2426116,52.8394261,IV1680-069-20,http://www.openstreetmap.org/node/3329765711,Calthorpe,Norfolk,4.1,,94.12
Calton,-1.83,54.1,-2.1397032,54.0288454,IV1680-069-21,http://www.openstreetmap.org/node/28888417,Calton,"Yorkshire West Riding",2.16,,100
Calveley,-2.51,53.2,-2.6127369,53.1253039,IV1680-069-22,http://www.openstreetmap.org/node/275639164,Calveley,Cheshire,1.34,,100
Calver,-1.45,53.31,-1.6414898,53.2684861,IV1680-069-23,http://www.openstreetmap.org/node/29392652,Calver,Derbyshire,2.3,,100
Calverley,-1.38,53.88,-1.6877896,53.829631,IV1680-069-24,http://www.openstreetmap.org/node/29057410,Calverley,"Yorkshire West Riding",0.48,,100
Calverton,-0.93,53.06,-1.0859818,53.0367494,IV1680-069-28,http://www.openstreetmap.org/node/29351031,Calverton,Nottinghamshire,1.73,,100
Camberton,-2.71,52.33,-2.7400272,52.3058416,IV1680-069-32,http://www.openstreetmap.org/node/4089723029,Comberton,Herefordshire,1.94,,88.89
Camborn,-5.58,50.46,-5.2990347,50.2138828,IV1680-069-34,http://www.openstreetmap.org/node/29227279,Camborne,Cornwall,3.28,,93.33
Cambridg,-2.31,51.75,-2.3645385,51.7324107,IV1680-069-37,http://www.openstreetmap.org/node/297979528,Cambridge,Gloucestershire,2.22,,94.12
Camden,-0.11,51.53,-0.1395604,51.5423045,IV1680-069-38,http://www.openstreetmap.org/node/399607277,"Camden Town",Middlesex,6.54,,70.59
Cameley,-2.58,51.35,-2.5608877,51.3153787,IV1680-069-42,http://www.openstreetmap.org/node/4219874300,Cameley,Somerset,4.76,,100
CAMELFORD,-4.78,50.76,-4.6803323,50.6209791,IV1680-069-43,http://www.openstreetmap.org/node/287252752,Camelford,Cornwall,1.98,,100
Cameringham,-0.45,53.38,-0.5778622,53.3278704,IV1680-069-47,http://www.openstreetmap.org/node/82512106,Cammeringham,Lincolnshire,5.25,,95.65
Camerton,-3.18,54.8,-3.4946968,54.6640734,IV1680-069-48,http://www.openstreetmap.org/node/29205410,Camerton,Cumberland,1.95,,100
Camertor,-2.53,51.35,-2.4572556,51.3178743,IV1680-069-49,http://www.openstreetmap.org/node/29681112,Camerton,Somerset,0.28,,87.5
Camerton,0,53.76,-0.1543387,53.7203461,IV1680-069-50,http://www.openstreetmap.org/node/60269151,Camerton,"Yorkshire East Riding",1.6,,100
Campsall,-0.9,53.7,-1.18245,53.6182469,IV1680-069-56,http://www.openstreetmap.org/node/29797472,Campsall,"Yorkshire West Riding",0.53,,100
Camros,-4.86,51.96,-5.0095975,51.8432973,IV1680-069-60,http://www.openstreetmap.org/node/7616577585,Camrose,Pembrokeshire,1.27,,92.31
Canderton,-1.95,52.03,-2.0535076,52.0320287,IV1680-070-11,http://www.openstreetmap.org/node/103172570,Conderton,Worcestershire,3.85,,88.89
Candlesby,0.26,53.26,0.1760178,53.1840374,IV1680-070-13,http://www.openstreetmap.org/node/244452683,Candlesby,Lincolnshire,1.58,,100
Caneudon,0.81,51.66,0.7410247,51.6173113,IV1680-070-17,http://www.openstreetmap.org/node/739019437,Canewdon,Essex,1.32,,87.5
Canley,-1.45,52.48,-1.5720644,52.3952513,IV1680-070-25,http://www.openstreetmap.org/node/358482850,Canley,Warwickshire,0.42,,100
Cannington,-3.13,51.16,-3.060928,51.1512308,IV1680-070-30,http://www.openstreetmap.org/node/262852178,Cannington,Somerset,1.44,,100
Cansfield,-2.33,54.25,-2.582855,54.1508535,IV1680-070-40,http://www.openstreetmap.org/node/29914991,Cantsfield,Lancashire,1.93,,94.74
Canterton,-1.63,50.96,-1.6182986,50.915041,IV1680-070-43,http://www.openstreetmap.org/node/964696095,"Upper Canterton",Hampshire,4.69,,75
Cantlop,-2.63,52.7,-2.7117674,52.6457247,IV1680-070-47,http://www.openstreetmap.org/node/1715381640,Cantlop,Shropshire,3.32,,100
Canwick,-0.38,53.25,-0.5220989,53.2151511,IV1680-070-52,http://www.openstreetmap.org/node/243406290,Canwick,Lincolnshire,4.17,,100
Capell,0.31,51.2,0.3411531,51.1755296,IV1680-070-54,http://www.openstreetmap.org/node/1905994344,Capel,Kent,5.41,,90.91
Capenhurst,-2.78,53.33,-2.9511736,53.2566284,IV1680-071-01,http://www.openstreetmap.org/node/25447946,Capenhurst,Cheshire,4.43,,100
Capesthorn,-2.1,53.31,-2.2414927,53.2485194,IV1680-071-02,http://www.openstreetmap.org/node/6655182090,Capesthorne,Cheshire,2.23,,95.24
Capheaton,-1.38,55.16,-1.9468139,55.1176205,IV1680-071-03,http://www.openstreetmap.org/node/310919431,Capheaton,Northumberland,7.17,,100
Capland,-3.08,51.01,-2.9938868,50.9655711,IV1680-071-04,http://www.openstreetmap.org/node/7340963525,Capland,Somerset,2.29,,100
Carantock,-5.23,50.61,-5.1098922,50.4016682,IV1680-071-08,http://www.openstreetmap.org/node/2051043073,Crantock,Cornwall,2.16,,94.12
Carberton,-0.93,53.31,-1.085514,53.2524998,IV1680-071-09,http://www.openstreetmap.org/node/4337317843,Carburton,Nottinghamshire,0.75,,88.89
Carbridg,-1.45,51.78,-1.5215044,51.7754635,IV1680-071-10,http://www.openstreetmap.org/node/257085887,Curbridge,Oxfordshire,2.44,,82.35
Carbroke,0.95,52.63,0.8779423,52.5822544,IV1680-071-11,http://www.openstreetmap.org/node/29280912,Carbrooke,Norfolk,2.78,,94.12
Carbrook,-1.31,53.48,-1.4190803,53.4046021,IV1680-071-12,http://www.openstreetmap.org/node/29621689,Carbrook,"Yorkshire West Riding",7.3,,100
Carden,-2.75,53.15,-2.796606,53.0710444,IV1680-071-15,http://www.openstreetmap.org/node/20632664,Carden,Cheshire,1.64,,100
CARDIGAN,-4.55,52.2,-4.6604224,52.0839973,IV1680-071-23,http://www.openstreetmap.org/node/21395759,Cardigan,Cardiganshire,1.53,,100
Cardington,-0.4,52.16,-0.4137868,52.1179428,IV1680-071-25,http://www.openstreetmap.org/node/14956587,Cardington,Bedfordshire,0.68,,100
Cardunack,-2.86,55.03,-3.2934669,54.917928,IV1680-071-30,http://www.openstreetmap.org/node/49022973,Cardurnock,Cumberland,5.09,,84.21
Careby,-0.36,52.76,-0.484538,52.7366323,IV1680-071-31,http://www.openstreetmap.org/node/244180919,Careby,Lincolnshire,0.76,,100
Caresbrook,-1.31,50.7,-1.3128845,50.6911525,IV1680-071-33,http://www.openstreetmap.org/node/289573566,Carisbrooke,Hampshire,0.8,,85.71
Careswall,-1.93,53.08,-2.0746689,52.9834627,IV1680-071-36,http://www.openstreetmap.org/node/297422478,Caverswall,Staffordshire,3.08,,84.21
Carew,-4.66,51.83,-4.8244985,51.7003719,IV1680-071-37,http://www.openstreetmap.org/node/32011601,Carew,Pembrokeshire,1.95,,100
Cargeren,-4.4,50.55,-4.2072036,50.441276,IV1680-071-44,http://www.openstreetmap.org/node/528264854,Cargreen,Cornwall,5.33,,87.5
Cargo,-2.58,55.03,-2.9869672,54.9256733,IV1680-071-45,http://www.openstreetmap.org/node/29278396,Cargo,Cumberland,5.89,,100
Carhampton,-3.46,51.18,-3.4215509,51.1731552,IV1680-071-46,http://www.openstreetmap.org/node/291362945,Carhampton,Somerset,0.91,,100
"Car House",-0.61,53.61,-0.8312177,53.546977,IV1680-071-47,http://www.openstreetmap.org/node/243891757,Carrhouse,Lincolnshire,0.53,,88.89
CARLISLE,-2.5,55,-2.9362311,54.8948478,IV1680-071-54,http://www.openstreetmap.org/node/20949228,Carlisle,Cumberland,4.47,,100
Carlton,0.36,52.18,0.4002262,52.1537836,IV1680-071-59,http://www.openstreetmap.org/node/26164417,Carlton,Cambridgeshire,0.81,,100
Carlton,-2.43,54.96,-2.8923021,54.867365,IV1680-072-01,http://www.openstreetmap.org/node/243065506,Carleton,Cumberland,2.58,,93.33
Carlton,-1.05,54.6,-1.3895641,54.5896712,IV1680-072-04,http://www.openstreetmap.org/node/30171668,Carlton,Durham,1.1,,100
Carlton,1.11,52.56,1.1113791,52.4912865,IV1680-072-08,http://www.openstreetmap.org/node/380403228,"Carleton Rode",Norfolk,4.69,,70
Carlton,-0.7,52.55,-0.7801507,52.4938157,IV1680-072-09,http://www.openstreetmap.org/node/27304833,"East Carlton",Northamptonshire,0.81,,73.68
Carlton,-0.91,53.01,-1.087857,52.9669396,IV1680-072-11,http://www.openstreetmap.org/node/4300471691,Carlton,Nottinghamshire,0.65,,100
Carlton,1.5,52.38,1.4916743,52.2272886,IV1680-072-12,http://www.openstreetmap.org/node/288122886,Carlton,Suffolk,1.12,,100
Carlton,-0.8,54.3,-1.0647764,54.2715145,IV1680-072-18,http://www.openstreetmap.org/node/5864937288,Carlton,"Yorkshire North Riding",2.59,,100
Carlton,-1.21,53.8,-1.4905556,53.7393935,IV1680-072-20,http://www.openstreetmap.org/node/21307032,Carlton,"Yorkshire West Riding",0.33,,100
Carlton,-0.8,53.78,-1.0218881,53.7085041,IV1680-072-21,http://www.openstreetmap.org/node/329442910,Carlton,"Yorkshire West Riding",0.34,,100
Carlton,-1.21,53.61,-1.4508204,53.5872155,IV1680-072-23,http://www.openstreetmap.org/node/340146558,Carlton,"Yorkshire West Riding",1.92,,100
CARMARTHEN,-4.21,51.95,-4.3115907,51.8591257,IV1680-072-46,http://www.openstreetmap.org/node/21413062,Carmarthen,Carmarthenshire,2.25,,100
Carnaby,-0.01,54.13,-0.2506131,54.0715131,IV1680-072-48,http://www.openstreetmap.org/node/55559575,Carnaby,"Yorkshire East Riding",0.91,,100
Carno,-3.43,52.58,-3.5338852,52.5575297,IV1680-072-53,http://www.openstreetmap.org/node/29731483,Carno,Montgomeryshire,3.66,,100
Carperby,-1.7,54.36,-1.9896747,54.303984,IV1680-072-60,http://www.openstreetmap.org/node/243352178,Carperby,"Yorkshire North Riding",1.85,,100
Carr,-1.08,53.45,-1.2330194,53.407314,IV1680-073-02,http://www.openstreetmap.org/node/26190141,Carr,"Yorkshire West Riding",2.05,,100
Carshalton,-0.11,51.43,-0.1610857,51.3657883,IV1680-073-12,http://www.openstreetmap.org/node/31000778,Carshalton,Surrey,0.17,,100
Carsington,-1.5,53.16,-1.6254465,53.0769938,IV1680-073-13,http://www.openstreetmap.org/node/29354362,Carsington,Derbyshire,1.65,,100
CARTMEL,-2.68,54.31,-2.9516382,54.2013928,IV1680-073-22,http://www.openstreetmap.org/node/6962587,Cartmel,Lancashire,6.76,,100
Cartridg,-0.53,51.71,-0.6543971,51.7254563,IV1680-073-24,http://www.openstreetmap.org/node/246566392,Chartridge,Buckinghamshire,6.89,,88.89
Cascob,-3.1,52.3,-3.1159462,52.2909852,IV1680-073-27,http://www.openstreetmap.org/node/7976690626,Cascob,Radnorshire,2.96,,100
Casley,-1.31,53.96,-1.5948251,53.9082229,IV1680-073-32,http://www.openstreetmap.org/node/27471246,Castley,"Yorkshire West Riding",2.82,,92.31
Cassenton,-1.25,51.8,-1.3433055,51.7934189,IV1680-073-34,http://www.openstreetmap.org/node/250142449,Cassington,Oxfordshire,1.05,,84.21
Casterton,-2.26,54.3,-2.5767909,54.2110877,IV1680-073-40,http://www.openstreetmap.org/node/31361411,Casterton,Westmorland,1.73,,100
"Castle Martin",-4.86,51.78,-5.0152236,51.6448085,IV1680-074-05,http://www.openstreetmap.org/node/2410225791,Castlemartin,Pembrokeshire,1.53,,96
Castle-Thorp,-0.8,52.13,-0.8345829,52.0919549,IV1680-074-09,http://www.openstreetmap.org/node/149222450,Castlethorpe,Buckinghamshire,1.68,,91.67
Castleton,-1.6,53.43,-1.7746203,53.3430786,IV1680-074-11,http://www.openstreetmap.org/node/18086345,Castleton,Derbyshire,0.16,,100
Castleton,-1.53,51.95,-1.6409204,51.9599665,IV1680-074-13,http://www.openstreetmap.org/node/17800018,Chastleton,Oxfordshire,0.28,,94.74
Castleton,-0.63,54.46,-0.9403183,54.4634401,IV1680-074-14,http://www.openstreetmap.org/node/243761356,Castleton,"Yorkshire North Riding",1.06,,100
CASTON,1.16,52.88,1.1641182,52.7705647,IV1680-074-19,http://www.openstreetmap.org/node/315728117,Cawston,Norfolk,1.38,,92.31
Caston,0.93,52.55,0.8849727,52.5415431,IV1680-074-20,http://www.openstreetmap.org/node/21765884,Caston,Norfolk,1.8,,100
CASTOR,-0.15,53.56,-0.3124269,53.4959171,IV1680-074-21,http://www.openstreetmap.org/node/243463133,Caistor,Lincolnshire,1.41,,92.31
Castor,-0.23,52.55,-0.3404848,52.5722503,IV1680-074-22,http://www.openstreetmap.org/node/198231836,Castor,Northamptonshire,2.54,,100
Caswell,-1.45,51.78,-1.5351139,51.7719822,IV1680-074-31,http://www.openstreetmap.org/node/905523995,"Caswell Farm",Oxfordshire,1.91,,73.68
Casworth,-0.96,53.58,-1.1723432,53.5336432,IV1680-074-32,http://www.openstreetmap.org/node/29630149,Cusworth,"Yorkshire West Riding",6.45,,87.5
Catcliff,-1.18,53.45,-1.3626922,53.3922678,IV1680-074-35,http://www.openstreetmap.org/node/29621193,Catcliffe,"Yorkshire West Riding",6.12,,94.12
Catcott,-2.95,51.15,-2.8661674,51.1500955,IV1680-074-38,http://www.openstreetmap.org/node/311111221,Catcott,Somerset,4.49,,100
Catfield,1.51,52.86,1.5354406,52.7402821,IV1680-074-42,http://www.openstreetmap.org/node/623395115,Catfield,Norfolk,3.65,,100
Catfoss,-0.08,53.96,-0.2594468,53.9200727,IV1680-074-44,http://www.openstreetmap.org/node/56107237,Catfoss,"Yorkshire East Riding",2.14,,100
Cathorp,-0.48,53.06,-0.6033186,53.0250422,IV1680-074-47,http://www.openstreetmap.org/node/243511420,Caythorpe,Lincolnshire,1.09,,87.5
Cathorp,-0.88,53.05,-0.9814686,53.0063818,IV1680-074-48,http://www.openstreetmap.org/node/29351146,Caythorpe,Nottinghamshire,5.7,,87.5
Caton,-0.11,54.31,-0.3837639,54.2352081,IV1680-074-56,http://www.openstreetmap.org/node/825270760,Cayton,"Yorkshire North Riding",1.23,,90.91
Catstock,-2.65,50.85,-2.5818049,50.7942171,IV1680-074-59,http://www.openstreetmap.org/node/432990087,Cattistock,Dorset,0.35,,88.89
Caterall,-2.5,53.96,-2.7638138,53.877117,IV1680-075-05,http://www.openstreetmap.org/node/29145697,Catterall,Lancashire,5.58,,94.12
Catterick,-1.38,54.43,-1.6319342,54.377023,IV1680-075-06,http://www.openstreetmap.org/node/226628189,Catterick,"Yorkshire North Riding",0.93,,100
Catterly,-2.38,54.8,-2.803574,54.6925625,IV1680-075-07,http://www.openstreetmap.org/node/29363147,Catterlen,Cumberland,4.02,,82.35
Cattesfield,0.38,50.86,0.4505113,50.8975001,IV1680-075-09,http://www.openstreetmap.org/node/455631184,Catsfield,Sussex,1.88,,90
Catteshall,-0.51,51.21,-0.5960247,51.1894958,IV1680-075-10,http://www.openstreetmap.org/node/248826196,Catteshall,Surrey,1.93,,100
Cat-thorp,-1.08,52.48,-1.1888679,52.3986614,IV1680-075-11,http://www.openstreetmap.org/node/27151004,Catthorpe,Leicestershire,1.08,,88.89
Catton,-3.85,50.58,-3.7208875,50.5339408,IV1680-075-13,http://www.openstreetmap.org/node/301762212,Caton,Devon,6.32,,90.91
Catton,-2.45,54.18,-2.7189779,54.0746926,IV1680-075-14,http://www.openstreetmap.org/node/29914940,Caton,Lancashire,2.81,,90.91
Catton,1.31,52.78,1.3012416,52.666957,IV1680-075-15,http://www.openstreetmap.org/node/864559652,"Old Catton",Norfolk,0.5,,75
Catwick,-0.08,53.96,-0.2819445,53.8925252,IV1680-075-20,http://www.openstreetmap.org/node/56107231,Catwick,"Yorkshire East Riding",1.29,,100
Cave,-3.6,51,-3.486346,50.9636541,IV1680-075-23,http://www.openstreetmap.org/node/6819549445,Cove,Devon,3.57,,75
Cavendish,0.56,52.11,0.6336715,52.0873118,IV1680-075-25,http://www.openstreetmap.org/node/311542257,Cavendish,Suffolk,3.62,,100
Cavenham,0.6,52.31,0.5823679,52.2986263,IV1680-075-26,http://www.openstreetmap.org/node/288642280,Cavenham,Suffolk,0.14,,100
Caverleigh,-3.66,50.95,-3.5330599,50.918768,IV1680-075-28,http://www.openstreetmap.org/node/1083985510,Calverleigh,Devon,0.84,,95.24
Cauldon,-1.75,53.08,-1.8950585,53.0255803,IV1680-075-38,http://www.openstreetmap.org/node/305171399,"Cauldon Lowe",Staffordshire,3.1,,73.68
Caunton,-0.76,53.18,-0.8861326,53.1326492,IV1680-075-39,http://www.openstreetmap.org/node/330620135,Caunton,Nottinghamshire,0.47,,100
Cauthorp,-1.23,54.28,-1.5276839,54.2491205,IV1680-075-46,http://www.openstreetmap.org/node/29541821,Carthorpe,"Yorkshire North Riding",1.29,,82.35
Cauthwate,-2.4,54.88,-2.8286876,54.7536316,IV1680-075-48,http://www.openstreetmap.org/node/29359115,Calthwaite,Cumberland,4.15,,84.21
Cauton,-0.76,54.23,-1.0180488,54.1824846,IV1680-075-50,http://www.openstreetmap.org/node/2071354010,Cawton,"Yorkshire North Riding",0.42,,83.33
Cawdwell,-0.68,52.86,-0.8400997,52.8126315,IV1680-075-55,http://www.openstreetmap.org/node/4607022044,Chadwell,Leicestershire,2.05,,87.5
Cawkwell,0.01,53.35,-0.0787311,53.2999822,IV1680-075-57,http://www.openstreetmap.org/node/29282150,Cawkwell,Lincolnshire,1.71,,100
Cawthorp,-0.28,52.83,-0.3836389,52.7856629,IV1680-076-02,http://www.openstreetmap.org/node/2087348560,Cawthorpe,Lincolnshire,1.65,,94.12
Cawthorp,-1.38,53.63,-1.5704013,53.5675834,IV1680-076-05,http://www.openstreetmap.org/node/29796259,Cawthorne,"Yorkshire West Riding",1.72,,82.35
Cawton,-1.73,53.08,-1.8469695,53.0493066,IV1680-076-09,http://www.openstreetmap.org/node/29348494,Calton,Staffordshire,3.23,,83.33
CAXTON,-0.13,52.21,-0.0949563,52.2060215,IV1680-076-10,http://www.openstreetmap.org/node/25720273,Caxton,Cambridgeshire,0.87,,100
Chadbury,-1.95,50.93,-1.9715835,50.8605908,IV1680-076-26,http://www.openstreetmap.org/node/19820602,Chalbury,Dorset,2.19,,87.5
Chaddesden,-1.3,53.01,-1.440326,52.9294476,IV1680-076-29,http://www.openstreetmap.org/node/1825351034,Chaddesden,Derbyshire,5.47,,100
Chaddesley,-2,52.4,-2.1600525,52.3610349,IV1680-076-30,http://www.openstreetmap.org/node/158753570,"Chaddesley Corbett",Worcestershire,2.78,,71.43
Chadleworth,-1.28,51.51,-1.4033661,51.4935149,IV1680-076-34,http://www.openstreetmap.org/node/1765151241,Chaddleworth,Berkshire,4.62,,95.65
Chadlington,-1.43,51.88,-1.5233375,51.8958295,IV1680-076-35,http://www.openstreetmap.org/node/14329840,Chadlington,Oxfordshire,3.38,,100
Chadshunt,-1.33,52.21,-1.4918731,52.1735289,IV1680-076-36,http://www.openstreetmap.org/node/2202944330,Chadshunt,Warwickshire,2.6,,100
Chadson,-0.66,52.26,-0.7521972,52.2200682,IV1680-076-37,http://www.openstreetmap.org/node/29959399,Chadstone,Northamptonshire,3.59,,87.5
Chadwell,0.21,51.61,0.1297842,51.5700474,IV1680-076-38,http://www.openstreetmap.org/node/597405972,"Chadwell Heath",Essex,3.39,,72.73
Chafcomb,-3.05,50.95,-2.9222374,50.8874487,IV1680-076-43,http://www.openstreetmap.org/node/442349325,Chaffcombe,Somerset,4.41,,88.89
CHAGFORD,-3.96,50.71,-3.8402721,50.6731209,IV1680-076-45,http://www.openstreetmap.org/node/298870665,Chagford,Devon,4.27,,100
Chalcomb,-1.25,52.15,-1.2827506,52.0911268,IV1680-076-47,http://www.openstreetmap.org/node/1640172400,Chacombe,Northamptonshire,0.74,,87.5
Chaldon,-0.1,51.31,-0.1185793,51.2836572,IV1680-076-50,http://www.openstreetmap.org/node/205399084,Chaldon,Surrey,2.11,,100
Chalesworth,-1.83,53.5,-1.9936617,53.4326009,IV1680-076-54,http://www.openstreetmap.org/node/29622781,Charlesworth,Derbyshire,2.77,,95.65
Chalk,0.43,51.45,0.3993639,51.4321057,IV1680-076-59,http://www.openstreetmap.org/node/249491525,Chalk,Kent,2.99,,100
Challeigh,-4,51,-3.8675444,50.912019,IV1680-076-60,http://www.openstreetmap.org/node/473804447,Chulmleigh,Devon,2.65,,84.21
Challock,0.81,51.2,0.8765096,51.2198861,IV1680-077-01,http://www.openstreetmap.org/node/26751344,Challock,Kent,1,,100
Chalton,-0.91,50.95,-0.9604421,50.9393179,IV1680-077-05,http://www.openstreetmap.org/node/26997609,Chalton,Hampshire,3.49,,100
Chantmerles,-2.65,50.88,-2.586701,50.8176888,IV1680-077-13,http://www.openstreetmap.org/node/435145770,Chantmarle,Dorset,0.82,,85.71
Chapmanslade,-2.25,51.31,-2.2522039,51.2294025,IV1680-077-15,http://www.openstreetmap.org/node/611665815,Chapmanslade,Wiltshire,6.42,,100
Chappel,0.75,51.98,0.7612128,51.9209572,IV1680-077-16,http://www.openstreetmap.org/node/1707621468,Chappel,Essex,1.78,,100
Chappel,-0.25,51.2,-0.3204725,51.1541563,IV1680-077-20,http://www.openstreetmap.org/node/266527793,Capel,Surrey,1.09,,83.33
CHARD,-3.08,50.93,-2.9597425,50.8736728,IV1680-077-36,http://www.openstreetmap.org/node/6477892361,Chard,Somerset,0.4,,100
Charfinch,-3.15,51.15,-3.0900758,51.134876,IV1680-077-42,http://www.openstreetmap.org/node/2780617893,Charlynch,Somerset,0.94,,77.78
Charing,0.73,51.2,0.794972,51.2114244,IV1680-077-45,http://www.openstreetmap.org/node/26869153,Charing,Kent,0.06,,100
Charlcomb,-2.4,51.45,-2.3584144,51.4036496,IV1680-077-47,http://www.openstreetmap.org/node/3596019641,Charlcombe,Somerset,3.36,,94.74
Charlcot,-1.43,52.28,-1.6143892,52.2082377,IV1680-077-50,http://www.openstreetmap.org/node/48233375,Charlecote,Warwickshire,3.46,,88.89
CHARLEY,-2.41,53.43,-2.6294313,53.6531915,IV1680-077-51,http://www.openstreetmap.org/node/21434926,Chorley,Lancashire,0.24,,85.71
Charley,-1.9,52.75,-1.8976421,52.6992349,IV1680-077-53,http://www.openstreetmap.org/node/4633441418,Chorley,Staffordshire,3.24,,85.71
"Charley Wood",-0.38,51.66,-0.5211677,51.6550042,IV1680-077-54,http://www.openstreetmap.org/node/2280058207,Chorleywood,Hertfordshire,4.2,,86.96
Charlton,-1.28,51.61,-1.4167749,51.5917138,IV1680-077-55,http://www.openstreetmap.org/node/253793040,Charlton,Berkshire,3.2,,100
Charlton,-2.68,51.53,-2.5779484,51.5290787,IV1680-077-57,http://www.openstreetmap.org/node/1013106526,"Charlton Hayes",Gloucestershire,2.54,,72.73
Charlton,-1.4,51.26,-1.4911639,51.2446167,IV1680-077-59,http://www.openstreetmap.org/node/1250473270,"Charlton Down",Hampshire,1.58,,76.19
Charlton,0.1,51.51,0.0365359,51.4826053,IV1680-078-01,http://www.openstreetmap.org/node/27365303,Charlton,Kent,0.67,,100
Charlton,-0.35,51.43,-0.4440321,51.4104115,IV1680-078-02,http://www.openstreetmap.org/node/1676498735,Charlton,Middlesex,2.93,,100
Charlton,-1.16,52.06,-1.2305102,52.0220991,IV1680-078-03,http://www.openstreetmap.org/node/31926063,Charlton,Northamptonshire,2.34,,100
Charlton,-2.6,51.43,-2.5300008,51.4015225,IV1680-078-06,http://www.openstreetmap.org/node/29674264,"Queen Charlton",Somerset,0.75,,72.73
Charlton,-0.71,50.93,-0.7376197,50.9094647,IV1680-078-08,http://www.openstreetmap.org/node/29278139,Charlton,Sussex,4.52,,100
Charlton,-2.1,51.08,-2.1383209,50.9973086,IV1680-078-09,http://www.openstreetmap.org/node/437310997,Charlton,Wiltshire,1.45,,100
